status,canvas_assignment_id,module_item_id,title,module,due_date,points_possible,custom_place_aid,myopenmath_course_id,myopenmath_assessment_id,myopenmath_assessment_url
ok,3304382,10551004,Exercises 8.1: The Laplace Transform,Module 6.0:  Laplace Transforms (4.6-4.7; 8.1-8.2),2026-07-15T21:00:00Z,18.0,19436317,324539,22494245,https://www.myopenmath.com/assess2/?cid=324539&aid=22494245
ok,3304383,10551006,Exercises 8.2: Transforms of Derivatives and ODEs,Module 6.0:  Laplace Transforms (4.6-4.7; 8.1-8.2),2026-07-15T21:00:00Z,17.0,19436318,324539,22494246,https://www.myopenmath.com/assess2/?cid=324539&aid=22494246
no_lti_form,3304411,10551011,Reflection Journal 1,Module 6.0:  Laplace Transforms (4.6-4.7; 8.1-8.2),2026-07-16T21:00:00Z,5.0,,,,
ok,3304384,10551016,Exercises 8.3: Convolution,Module 7.0:  Power Series (8.3; 9.1-9.2),2026-07-15T21:00:00Z,9.0,19436319,324539,22494247,https://www.myopenmath.com/assess2/?cid=324539&aid=22494247
ok,3304385,10551019,Exercises 9.1: Power Series,Module 7.0:  Power Series (8.3; 9.1-9.2),2026-07-15T21:00:00Z,8.0,19436322,324539,22494250,https://www.myopenmath.com/assess2/?cid=324539&aid=22494250
ok,3304386,10551021,Exercises 9.2: Series Solutions of Linear Second Order ODEs,Module 7.0:  Power Series (8.3; 9.1-9.2),2026-07-15T21:00:00Z,15.0,19436323,324539,22494251,https://www.myopenmath.com/assess2/?cid=324539&aid=22494251
ok,3304387,10551027,Exercises 9.3: Singular Points ,Module 8.0:  Linear Systems (9.3; LA1.1-1.2),2026-07-15T21:00:00Z,8.0,19436324,324539,22494252,https://www.myopenmath.com/assess2/?cid=324539&aid=22494252
ok,3304388,10551029,LA 1.1: Review of Linear Systems,Module 8.0:  Linear Systems (9.3; LA1.1-1.2),2026-07-15T21:00:00Z,7.0,19436391,324539,22494319,https://www.myopenmath.com/assess2/?cid=324539&aid=22494319
ok,3304389,10551031,LA 1.2: Matrices & Gaussian Eliminaton,Module 8.0:  Linear Systems (9.3; LA1.1-1.2),2026-07-15T21:00:00Z,11.0,19436392,324539,22494320,https://www.myopenmath.com/assess2/?cid=324539&aid=22494320
ok,3304390,10551037,LA 1.2b: Rank & Homogeneous Systems,Module 9.0:  Matrices (LA1.2b-1.2c; LA2.1),2026-07-22T21:00:00Z,5.0,19436393,324539,22494321,https://www.myopenmath.com/assess2/?cid=324539&aid=22494321
ok,3304391,10551038,LA 1.2c: Linear System Applications,Module 9.0:  Matrices (LA1.2b-1.2c; LA2.1),2026-07-22T21:00:00Z,2.0,19436394,324539,22494322,https://www.myopenmath.com/assess2/?cid=324539&aid=22494322
ok,3304392,10551040,LA 2.1: Matrix Algebra,Module 9.0:  Matrices (LA1.2b-1.2c; LA2.1),2026-07-22T21:00:00Z,12.0,19436395,324539,22494323,https://www.myopenmath.com/assess2/?cid=324539&aid=22494323
ok,3304393,10551046,LA 2.1b: Matrix Inverses,"Module 10.0:  Vector Spaces (LA2.1b; 3.1; 4.1, 4.1b)",2026-07-22T21:00:00Z,8.0,19436396,324539,22494324,https://www.myopenmath.com/assess2/?cid=324539&aid=22494324
ok,3304394,10551048,LA 3.1: Determinants,"Module 10.0:  Vector Spaces (LA2.1b; 3.1; 4.1, 4.1b)",2026-07-22T21:00:00Z,8.0,19436397,324539,22494325,https://www.myopenmath.com/assess2/?cid=324539&aid=22494325
ok,3304398,10551050,LA 4.1: Vectors,"Module 10.0:  Vector Spaces (LA2.1b; 3.1; 4.1, 4.1b)",2026-07-29T21:00:00Z,5.0,19436398,324539,22494326,https://www.myopenmath.com/assess2/?cid=324539&aid=22494326
ok,3304399,10551051,LA 4.1b: Vector Spaces,"Module 10.0:  Vector Spaces (LA2.1b; 3.1; 4.1, 4.1b)",2026-07-29T21:00:00Z,6.0,19436399,324539,22494327,https://www.myopenmath.com/assess2/?cid=324539&aid=22494327
ok,3304395,10551057,LA 4.10: Spanning Sets & Subspaces,"Module 11.0:  Linear Combinations (LA4.10, 4.10b, 4.10c, 4.11)",2026-07-29T21:00:00Z,13.0,19436400,324539,22494328,https://www.myopenmath.com/assess2/?cid=324539&aid=22494328
ok,3304396,10551059,LA 4.10b: Linear Independence & Bases,"Module 11.0:  Linear Combinations (LA4.10, 4.10b, 4.10c, 4.11)",2026-07-29T21:00:00Z,18.0,19436401,324539,22494329,https://www.myopenmath.com/assess2/?cid=324539&aid=22494329
ok,3304397,10551061,"LA 4.10c: Row, Column and Null Spaces","Module 11.0:  Linear Combinations (LA4.10, 4.10b, 4.10c, 4.11)",2026-07-29T21:00:00Z,9.0,19436402,324539,22494330,https://www.myopenmath.com/assess2/?cid=324539&aid=22494330
ok,3304407,10551063,LA4.11: Orthogonality ,"Module 11.0:  Linear Combinations (LA4.10, 4.10b, 4.10c, 4.11)",2026-07-29T21:00:00Z,14.0,19436403,324539,22494331,https://www.myopenmath.com/assess2/?cid=324539&aid=22494331
ok,3304400,10551070,LA 5.1: Linear Transformation,Module 12.0:  Linear Transformations (LA5.1; 5.5-5.8) ,2026-07-29T21:00:00Z,18.0,19436405,324539,22494333,https://www.myopenmath.com/assess2/?cid=324539&aid=22494333
ok,3304401,10551072,"LA 5.5/5.6: One-to-One, Onto, and Isomorphism",Module 12.0:  Linear Transformations (LA5.1; 5.5-5.8) ,2026-07-29T21:00:00Z,7.0,19436406,324539,22494334,https://www.myopenmath.com/assess2/?cid=324539&aid=22494334
ok,3304402,10551074,LA 5.7: Kernel and Image,Module 12.0:  Linear Transformations (LA5.1; 5.5-5.8) ,2026-08-05T21:00:00Z,13.0,19436407,324539,22494335,https://www.myopenmath.com/assess2/?cid=324539&aid=22494335
ok,3304403,10551076,LA 5.8: Change of Base,Module 12.0:  Linear Transformations (LA5.1; 5.5-5.8) ,2026-08-05T21:00:00Z,5.0,19436408,324539,22494336,https://www.myopenmath.com/assess2/?cid=324539&aid=22494336
ok,3304409,10551079,Quiz #3 (LA1.2b-5.6) ,Module 12.0:  Linear Transformations (LA5.1; 5.5-5.8) ,2026-07-30T21:00:00Z,27.0,19436497,324539,22494341,https://www.myopenmath.com/assess2/?cid=324539&aid=22494341
no_lti_form,3304412,10551080,Reflection Journal 2,Module 12.0:  Linear Transformations (LA5.1; 5.5-5.8) ,2026-08-06T21:00:00Z,5.0,,,,
ok,3304406,10551086,LA 9.6-9.9: Transformations in General Vector Spaces,"Module 13.0:  Eigenvalues (LA9.6-9.9; 7.1, 7.2)",2026-08-05T21:00:00Z,14.0,19436409,324539,22494337,https://www.myopenmath.com/assess2/?cid=324539&aid=22494337
ok,3304404,10551087,LA 7.1: Eigenvalues and Eigenvectors,"Module 13.0:  Eigenvalues (LA9.6-9.9; 7.1, 7.2)",2026-08-05T21:00:00Z,15.0,19436410,324539,22494338,https://www.myopenmath.com/assess2/?cid=324539&aid=22494338
ok,3304405,10551089,LA 7.2: Diagonalization,"Module 13.0:  Eigenvalues (LA9.6-9.9; 7.1, 7.2)",2026-08-05T21:00:00Z,5.0,19436411,324539,22494339,https://www.myopenmath.com/assess2/?cid=324539&aid=22494339
ok,3304375,10551095,Exercises 5.1: Introduction to Systems of ODEs,Module 14.0:  First-Order Systems (5.1-5.2; 5.4),2026-08-05T21:00:00Z,5.0,19436309,324539,22494237,https://www.myopenmath.com/assess2/?cid=324539&aid=22494237
ok,3304376,10551097,Exercises 5.2: Matrices and Linear Systems,Module 14.0:  First-Order Systems (5.1-5.2; 5.4),2026-08-05T21:00:00Z,15.0,19436310,324539,22494238,https://www.myopenmath.com/assess2/?cid=324539&aid=22494238
ok,3304377,10551099,Exercises 5.4: Eigenvalue Method,Module 14.0:  First-Order Systems (5.1-5.2; 5.4),2026-08-05T21:00:00Z,11.0,19436311,324539,22494239,https://www.myopenmath.com/assess2/?cid=324539&aid=22494239
ok,3304410,10551102,Quiz #4 (LA5.7-7.2-9.9; 5.1-5.4),Module 14.0:  First-Order Systems (5.1-5.2; 5.4),2026-08-06T21:00:00Z,30.0,19436498,324539,22494342,https://www.myopenmath.com/assess2/?cid=324539&aid=22494342
ok,3304378,10551106,Exercises 5.5: Two Dimensional Systems and Their Vector Fields,Module 15.0:  The Eigenvalue Method (5.5-5.7),2026-08-12T21:00:00Z,9.0,19436312,324539,22494240,https://www.myopenmath.com/assess2/?cid=324539&aid=22494240
ok,3304379,10551108,Exercises 5.6: Second-Order Systems and Applications,Module 15.0:  The Eigenvalue Method (5.5-5.7),2026-08-12T21:00:00Z,6.0,19436313,324539,22494241,https://www.myopenmath.com/assess2/?cid=324539&aid=22494241
ok,3304380,10551110,Exercises 5.7: Multiple Eigenvalues,Module 15.0:  The Eigenvalue Method (5.5-5.7),2026-08-12T21:00:00Z,4.0,19436314,324539,22494242,https://www.myopenmath.com/assess2/?cid=324539&aid=22494242
ok,3304381,10551116,Exercises 5.8: Matrix Exponentials,Module 16.0:  Matrix Exponentials (8.1),2026-08-12T21:00:00Z,12.0,19436315,324539,22494243,https://www.myopenmath.com/assess2/?cid=324539&aid=22494243
